category,city,year,sales_amount,sales_amount_sum,sales_amount_mean,sales_amount_count,days_since_join_first,time_since_join_first
electronics,philadelphia,2021,524.72,524.72,524.72,1,1469,4 year(s) and 0 month(s)
electronics,philadelphia,2021,646.32,646.32,646.32,1,1612,4 year(s) and 5 month(s)
electronics,philadelphia,2021,671.18,671.18,671.18,1,1622,4 year(s) and 5 month(s)
electronics,philadelphia,2021,752.62,752.62,752.62,1,1642,4 year(s) and 6 month(s)
electronics,philadelphia,2021,933.42,933.42,933.42,1,1563,4 year(s) and 3 month(s)
electronics,philadelphia,2021,944.5,944.5,944.5,1,1517,4 year(s) and 1 month(s)
electronics,philadelphia,2021,1148.29,1148.29,1148.29,1,1593,4 year(s) and 4 month(s)
electronics,philadelphia,2021,1301.42,1301.42,1301.42,1,1526,4 year(s) and 2 month(s)
electronics,philadelphia,2021,1702.08,1702.08,1702.08,1,1632,4 year(s) and 5 month(s)
electronics,philadelphia,2021,2160.84,2160.84,2160.84,1,1632,4 year(s) and 5 month(s)
electronics,philadelphia,2021,2257.88,2257.88,2257.88,1,1661,4 year(s) and 6 month(s)
electronics,philadelphia,2021,3782.4,3782.4,3782.4,1,1622,4 year(s) and 5 month(s)
electronics,philadelphia,2022,117.32,117.32,117.32,1,1345,3 year(s) and 8 month(s)
electronics,philadelphia,2022,187.71,187.71,187.71,1,1169,3 year(s) and 2 month(s)
electronics,philadelphia,2022,370.96,370.96,370.96,1,1392,3 year(s) and 9 month(s)
electronics,philadelphia,2022,466.71,466.71,466.71,1,1271,3 year(s) and 5 month(s)
electronics,philadelphia,2022,469.28,469.28,469.28,1,1334,3 year(s) and 7 month(s)
electronics,philadelphia,2022,525.05,525.05,525.05,1,1251,3 year(s) and 5 month(s)
electronics,philadelphia,2022,536.94,536.94,536.94,1,1336,3 year(s) and 8 month(s)
electronics,philadelphia,2022,561.83,561.83,561.83,1,1184,3 year(s) and 2 month(s)
electronics,philadelphia,2022,583.39,583.39,583.39,1,1319,3 year(s) and 7 month(s)
electronics,philadelphia,2022,752.62,752.62,752.62,1,1404,3 year(s) and 10 month(s)
electronics,philadelphia,2022,872.85,1745.7,872.85,2,1173,3 year(s) and 2 month(s)
electronics,philadelphia,2022,1503.26,1503.26,1503.26,1,1123,3 year(s) and 0 month(s)
electronics,philadelphia,2022,2169.04,2169.04,2169.04,1,1118,3 year(s) and 0 month(s)
electronics,philadelphia,2022,2333.56,2333.56,2333.56,1,1118,3 year(s) and 0 month(s)
electronics,philadelphia,2023,117.32,117.32,117.32,1,833,2 year(s) and 3 month(s)
electronics,philadelphia,2023,370.96,370.96,370.96,1,926,2 year(s) and 6 month(s)
electronics,philadelphia,2023,465.52,465.52,465.52,1,812,2 year(s) and 2 month(s)
electronics,philadelphia,2023,560.87,560.87,560.87,1,779,2 year(s) and 1 month(s)
electronics,philadelphia,2023,671.18,671.18,671.18,1,812,2 year(s) and 2 month(s)
electronics,philadelphia,2023,775.45,775.45,775.45,1,926,2 year(s) and 6 month(s)
electronics,philadelphia,2023,836.25,836.25,836.25,1,1066,2 year(s) and 11 month(s)
electronics,philadelphia,2023,1049.44,1049.44,1049.44,1,924,2 year(s) and 6 month(s)
electronics,philadelphia,2023,1166.78,1166.78,1166.78,1,1066,2 year(s) and 11 month(s)
electronics,philadelphia,2023,1503.26,1503.26,1503.26,1,1033,2 year(s) and 10 month(s)
electronics,philadelphia,2023,1672.5,1672.5,1672.5,1,758,2 year(s) and 0 month(s)
electronics,philadelphia,2023,1750.17,1750.17,1750.17,1,1007,2 year(s) and 9 month(s)
electronics,philadelphia,2023,1854.8,1854.8,1854.8,1,817,2 year(s) and 2 month(s)
electronics,philadelphia,2023,2022.59,2022.59,2022.59,1,726,1 year(s) and 12 month(s)
electronics,philadelphia,2023,2098.88,2098.88,2098.88,1,812,2 year(s) and 2 month(s)
electronics,philadelphia,2023,2684.72,2684.72,2684.72,1,957,2 year(s) and 7 month(s)
electronics,philadelphia,2023,3490.13,3490.13,3490.13,1,760,2 year(s) and 1 month(s)
electronics,philadelphia,2023,3782.4,3782.4,3782.4,1,767,2 year(s) and 1 month(s)
electronics,philadelphia,2024,370.96,370.96,370.96,1,628,1 year(s) and 8 month(s)
electronics,philadelphia,2024,583.39,583.39,583.39,1,604,1 year(s) and 7 month(s)
electronics,philadelphia,2024,637.94,637.94,637.94,1,662,1 year(s) and 9 month(s)
electronics,philadelphia,2024,2169.04,2169.04,2169.04,1,640,1 year(s) and 9 month(s)
home,atlanta,2020,53.94,53.94,53.94,1,1845,5 year(s) and 0 month(s)
home,atlanta,2020,186.78,186.78,186.78,1,1857,5 year(s) and 1 month(s)
home,atlanta,2020,217.94,217.94,217.94,1,1940,5 year(s) and 3 month(s)
home,atlanta,2020,266.36,266.36,266.36,1,2008,5 year(s) and 6 month(s)
home,atlanta,2020,271.95,271.95,271.95,1,2008,5 year(s) and 6 month(s)
home,atlanta,2020,294.04,588.08,294.04,2,1822,4 year(s) and 12 month(s)
home,atlanta,2020,326.7,326.7,326.7,1,1942,5 year(s) and 3 month(s)
home,atlanta,2020,335.22,335.22,335.22,1,1844,5 year(s) and 0 month(s)
home,atlanta,2020,408.38,408.38,408.38,1,1888,5 year(s) and 2 month(s)
home,atlanta,2020,409.64,409.64,409.64,1,1915,5 year(s) and 3 month(s)
home,atlanta,2020,499.42,499.42,499.42,1,2021,5 year(s) and 6 month(s)
home,atlanta,2020,614.53,614.53,614.53,1,2004,5 year(s) and 5 month(s)
home,atlanta,2020,747.12,747.12,747.12,1,2000,5 year(s) and 5 month(s)
home,atlanta,2020,899.99,899.99,899.99,1,1883,5 year(s) and 1 month(s)
home,atlanta,2020,1066.8,1066.8,1066.8,1,1878,5 year(s) and 1 month(s)
home,atlanta,2020,1310.94,1310.94,1310.94,1,1929,5 year(s) and 3 month(s)
home,atlanta,2020,2074.03,2074.03,2074.03,1,1844,5 year(s) and 0 month(s)
home,atlanta,2020,2667.0,2667.0,2667.0,1,1959,5 year(s) and 4 month(s)
home,atlanta,2021,86.3,86.3,86.3,1,1655,4 year(s) and 6 month(s)
home,atlanta,2021,186.78,186.78,186.78,1,1579,4 year(s) and 3 month(s)
home,atlanta,2021,190.4,190.4,190.4,1,1642,4 year(s) and 6 month(s)
home,atlanta,2021,211.56,211.56,211.56,1,1580,4 year(s) and 4 month(s)
home,atlanta,2021,343.02,343.02,343.02,1,1743,4 year(s) and 9 month(s)
home,atlanta,2021,349.58,349.58,349.58,1,1700,4 year(s) and 8 month(s)
home,atlanta,2021,373.56,373.56,373.56,1,1655,4 year(s) and 6 month(s)
home,atlanta,2021,418.3,418.3,418.3,1,1623,4 year(s) and 5 month(s)
home,atlanta,2021,466.13,466.13,466.13,1,1580,4 year(s) and 4 month(s)
home,atlanta,2021,492.6,492.6,492.6,1,1778,4 year(s) and 10 month(s)
home,atlanta,2021,581.16,581.16,581.16,1,1469,4 year(s) and 0 month(s)
home,atlanta,2021,588.55,588.55,588.55,1,1655,4 year(s) and 6 month(s)
home,atlanta,2021,665.01,665.01,665.01,1,1593,4 year(s) and 4 month(s)
home,atlanta,2021,697.17,697.17,697.17,1,1623,4 year(s) and 5 month(s)
home,atlanta,2021,738.9,738.9,738.9,1,1442,3 year(s) and 11 month(s)
home,atlanta,2021,836.6,836.6,836.6,1,1622,4 year(s) and 5 month(s)
home,atlanta,2021,855.49,855.49,855.49,1,1580,4 year(s) and 4 month(s)
home,atlanta,2021,899.99,899.99,899.99,1,1448,3 year(s) and 11 month(s)
home,atlanta,2021,965.6,965.6,965.6,1,1504,4 year(s) and 1 month(s)
home,atlanta,2021,1102.63,1102.63,1102.63,1,1687,4 year(s) and 7 month(s)
home,atlanta,2021,1228.92,1228.92,1228.92,1,1517,4 year(s) and 1 month(s)
home,atlanta,2021,1286.34,1286.34,1286.34,1,1632,4 year(s) and 5 month(s)
home,atlanta,2021,1430.56,1430.56,1430.56,1,1469,4 year(s) and 0 month(s)
home,atlanta,2021,1633.52,1633.52,1633.52,1,1648,4 year(s) and 6 month(s)
home,atlanta,2021,1683.65,1683.65,1683.65,1,1779,4 year(s) and 10 month(s)
home,atlanta,2021,2281.3,4562.6,2281.3,2,1453,3 year(s) and 11 month(s)
home,atlanta,2021,2566.46,2566.46,2566.46,1,1593,4 year(s) and 4 month(s)
home,atlanta,2021,2688.72,2688.72,2688.72,1,1602,4 year(s) and 4 month(s)
home,atlanta,2022,106.54,106.54,106.54,1,1136,3 year(s) and 1 month(s)
home,atlanta,2022,167.61,167.61,167.61,1,1184,3 year(s) and 2 month(s)
home,atlanta,2022,221.67,221.67,221.67,1,1220,3 year(s) and 4 month(s)
home,atlanta,2022,280.93,280.93,280.93,1,1405,3 year(s) and 10 month(s)
home,atlanta,2022,326.7,326.7,326.7,1,1170,3 year(s) and 2 month(s)
home,atlanta,2022,335.22,335.22,335.22,1,1163,3 year(s) and 2 month(s)
home,atlanta,2022,387.44,387.44,387.44,1,1350,3 year(s) and 8 month(s)
home,atlanta,2022,627.45,627.45,627.45,1,1271,3 year(s) and 5 month(s)
home,atlanta,2022,680.35,680.35,680.35,1,1271,3 year(s) and 5 month(s)
home,atlanta,2022,726.45,726.45,726.45,1,1407,3 year(s) and 10 month(s)
home,atlanta,2022,1123.7,1123.7,1123.7,1,1336,3 year(s) and 8 month(s)
home,atlanta,2022,1231.5,1231.5,1231.5,1,1212,3 year(s) and 3 month(s)
home,atlanta,2022,1683.65,1683.65,1683.65,1,1163,3 year(s) and 2 month(s)
home,atlanta,2022,1814.89,1814.89,1814.89,1,1148,3 year(s) and 1 month(s)
home,atlanta,2022,1870.72,1870.72,1870.72,1,1355,3 year(s) and 8 month(s)
home,atlanta,2022,2000.25,2000.25,2000.25,1,1170,3 year(s) and 2 month(s)
home,atlanta,2022,2048.2,2048.2,2048.2,1,1173,3 year(s) and 2 month(s)
home,atlanta,2022,2419.01,2419.01,2419.01,1,1136,3 year(s) and 1 month(s)
home,atlanta,2022,2851.62,2851.62,2851.62,1,1392,3 year(s) and 9 month(s)
home,atlanta,2022,3802.16,3802.16,3802.16,1,1110,3 year(s) and 0 month(s)
home,atlanta,2023,48.55,48.55,48.55,1,763,2 year(s) and 1 month(s)
home,atlanta,2023,107.88,107.88,107.88,1,851,2 year(s) and 4 month(s)
home,atlanta,2023,211.56,211.56,211.56,1,789,2 year(s) and 1 month(s)
home,atlanta,2023,221.67,221.67,221.67,1,1032,2 year(s) and 10 month(s)
home,atlanta,2023,298.85,298.85,298.85,1,1032,2 year(s) and 10 month(s)
home,atlanta,2023,339.94,339.94,339.94,1,997,2 year(s) and 8 month(s)
home,atlanta,2023,357.63,357.63,357.63,1,926,2 year(s) and 6 month(s)
home,atlanta,2023,380.81,380.81,380.81,1,948,2 year(s) and 7 month(s)
home,atlanta,2023,407.93,407.93,407.93,1,1007,2 year(s) and 9 month(s)
home,atlanta,2023,448.27,448.27,448.27,1,1032,2 year(s) and 10 month(s)
home,atlanta,2023,502.83,502.83,502.83,1,760,2 year(s) and 1 month(s)
home,atlanta,2023,507.74,507.74,507.74,1,833,2 year(s) and 3 month(s)
home,atlanta,2023,509.91,509.91,509.91,1,967,2 year(s) and 7 month(s)
home,atlanta,2023,588.55,588.55,588.55,1,725,1 year(s) and 12 month(s)
home,atlanta,2023,691.34,691.34,691.34,1,841,2 year(s) and 3 month(s)
home,atlanta,2023,755.94,755.94,755.94,1,798,2 year(s) and 2 month(s)
home,atlanta,2023,842.78,842.78,842.78,1,814,2 year(s) and 2 month(s)
home,atlanta,2023,899.99,899.99,899.99,1,926,2 year(s) and 6 month(s)
home,atlanta,2023,1019.82,1019.82,1019.82,1,931,2 year(s) and 6 month(s)
home,atlanta,2023,1072.89,1072.89,1072.89,1,1007,2 year(s) and 9 month(s)
home,atlanta,2023,1128.82,1128.82,1128.82,1,967,2 year(s) and 7 month(s)
home,atlanta,2023,1157.71,1157.71,1157.71,1,814,2 year(s) and 2 month(s)
home,atlanta,2023,1179.85,1179.85,1179.85,1,708,1 year(s) and 11 month(s)
home,atlanta,2023,1209.92,1209.92,1209.92,1,924,2 year(s) and 6 month(s)
home,atlanta,2023,1229.06,1229.06,1229.06,1,820,2 year(s) and 3 month(s)
home,atlanta,2023,1452.9,1452.9,1452.9,1,767,2 year(s) and 1 month(s)
home,atlanta,2023,1691.71,1691.71,1691.71,1,1032,2 year(s) and 10 month(s)
home,atlanta,2023,1870.72,1870.72,1870.72,1,758,2 year(s) and 0 month(s)
home,atlanta,2023,1881.36,1881.36,1881.36,1,808,2 year(s) and 2 month(s)
home,atlanta,2023,1901.08,1901.08,1901.08,1,948,2 year(s) and 7 month(s)
home,atlanta,2023,2193.78,2193.78,2193.78,1,785,2 year(s) and 1 month(s)
home,atlanta,2023,2244.86,2244.86,2244.86,1,1035,2 year(s) and 10 month(s)
home,atlanta,2023,2414.07,2414.07,2414.07,1,973,2 year(s) and 8 month(s)
home,atlanta,2023,3576.4,3576.4,3576.4,1,1032,2 year(s) and 10 month(s)
home,atlanta,2023,4676.8,4676.8,4676.8,1,926,2 year(s) and 6 month(s)
home,atlanta,2024,159.82,159.82,159.82,1,640,1 year(s) and 9 month(s)
home,atlanta,2024,167.61,167.61,167.61,1,658,1 year(s) and 9 month(s)
home,atlanta,2024,217.98,217.98,217.98,1,580,1 year(s) and 7 month(s)
home,atlanta,2024,246.3,246.3,246.3,1,628,1 year(s) and 8 month(s)
home,atlanta,2024,385.9,385.9,385.9,1,658,1 year(s) and 9 month(s)
home,atlanta,2024,699.17,699.17,699.17,1,640,1 year(s) and 9 month(s)
home,atlanta,2024,768.16,768.16,768.16,1,628,1 year(s) and 8 month(s)
home,atlanta,2024,929.56,929.56,929.56,1,662,1 year(s) and 9 month(s)
home,atlanta,2024,933.9,933.9,933.9,1,662,1 year(s) and 9 month(s)
home,atlanta,2024,939.84,939.84,939.84,1,692,1 year(s) and 10 month(s)
home,atlanta,2024,1072.89,1072.89,1072.89,1,580,1 year(s) and 7 month(s)
home,atlanta,2024,2244.86,2244.86,2244.86,1,597,1 year(s) and 7 month(s)
home,chicago,2020,135.98,135.98,135.98,1,1919,5 year(s) and 3 month(s)
home,chicago,2020,217.98,217.98,217.98,1,1886,5 year(s) and 2 month(s)
home,chicago,2020,332.95,332.95,332.95,1,1857,5 year(s) and 1 month(s)
home,chicago,2020,339.94,339.94,339.94,1,1915,5 year(s) and 3 month(s)
home,chicago,2020,357.63,357.63,357.63,1,1957,5 year(s) and 4 month(s)
home,chicago,2020,543.9,543.9,543.9,1,2004,5 year(s) and 5 month(s)
home,chicago,2020,572.21,572.21,572.21,1,1915,5 year(s) and 3 month(s)
home,chicago,2020,588.55,588.55,588.55,1,1878,5 year(s) and 1 month(s)
home,chicago,2020,653.81,653.81,653.81,1,2004,5 year(s) and 5 month(s)
home,chicago,2020,653.94,653.94,653.94,1,1940,5 year(s) and 3 month(s)
home,chicago,2020,680.35,680.35,680.35,1,2021,5 year(s) and 6 month(s)
home,chicago,2020,747.12,747.12,747.12,1,1905,5 year(s) and 2 month(s)
home,chicago,2020,786.56,786.56,786.56,1,1915,5 year(s) and 3 month(s)
home,chicago,2020,845.86,845.86,845.86,1,1883,5 year(s) and 1 month(s)
home,chicago,2020,950.54,1901.08,950.54,2,1905,5 year(s) and 2 month(s)
home,chicago,2020,1005.66,1005.66,1005.66,1,2005,5 year(s) and 6 month(s)
home,chicago,2020,1225.14,1225.14,1225.14,1,2008,5 year(s) and 6 month(s)
home,chicago,2020,1287.47,1287.47,1287.47,1,2022,5 year(s) and 6 month(s)
home,chicago,2020,1613.23,1613.23,1613.23,1,1929,5 year(s) and 3 month(s)
home,chicago,2020,1788.2,1788.2,1788.2,1,2021,5 year(s) and 6 month(s)
home,chicago,2020,1814.26,1814.26,1814.26,1,1822,4 year(s) and 12 month(s)
home,chicago,2020,1814.89,3629.78,1814.89,2,1905,5 year(s) and 2 month(s)
home,chicago,2020,1879.68,1879.68,1879.68,1,2034,5 year(s) and 6 month(s)
home,chicago,2020,2000.25,4000.5,2000.25,2,2021,5 year(s) and 6 month(s)
home,chicago,2020,2667.0,2667.0,2667.0,1,1958,5 year(s) and 4 month(s)
home,chicago,2020,2682.3,2682.3,2682.3,1,1940,5 year(s) and 3 month(s)
home,chicago,2020,4676.8,4676.8,4676.8,1,2000,5 year(s) and 5 month(s)
home,chicago,2021,53.94,53.94,53.94,1,1453,3 year(s) and 11 month(s)
home,chicago,2021,168.1,168.1,168.1,1,1700,4 year(s) and 8 month(s)
home,chicago,2021,242.15,242.15,242.15,1,1442,3 year(s) and 11 month(s)
home,chicago,2021,385.9,385.9,385.9,1,1779,4 year(s) and 10 month(s)
home,chicago,2021,387.44,387.44,387.44,1,1443,3 year(s) and 11 month(s)
home,chicago,2021,407.93,407.93,407.93,1,1563,4 year(s) and 3 month(s)
home,chicago,2021,423.12,423.12,423.12,1,1438,3 year(s) and 11 month(s)
home,chicago,2021,428.78,428.78,428.78,1,1549,4 year(s) and 2 month(s)
home,chicago,2021,436.98,436.98,436.98,1,1433,3 year(s) and 11 month(s)
home,chicago,2021,470.34,470.34,470.34,1,1499,4 year(s) and 1 month(s)
home,chicago,2021,614.53,614.53,614.53,1,1549,4 year(s) and 2 month(s)
home,chicago,2021,653.94,653.94,653.94,1,1700,4 year(s) and 8 month(s)
home,chicago,2021,679.88,679.88,679.88,1,1580,4 year(s) and 4 month(s)
home,chicago,2021,691.34,691.34,691.34,1,1580,4 year(s) and 4 month(s)
home,chicago,2021,735.08,1470.16,735.08,2,1443,3 year(s) and 11 month(s)
home,chicago,2021,738.9,1477.8,738.9,2,1497,4 year(s) and 1 month(s)
home,chicago,2021,1231.5,1231.5,1231.5,1,1469,4 year(s) and 0 month(s)
home,chicago,2021,1310.94,1310.94,1310.94,1,1655,4 year(s) and 6 month(s)
home,chicago,2021,1619.98,1619.98,1619.98,1,1468,4 year(s) and 0 month(s)
home,chicago,2021,2267.82,2267.82,2267.82,1,1779,4 year(s) and 10 month(s)
home,chicago,2021,2281.3,2281.3,2281.3,1,1687,4 year(s) and 7 month(s)
home,chicago,2021,2721.38,2721.38,2721.38,1,1468,4 year(s) and 0 month(s)
home,chicago,2021,2851.62,2851.62,2851.62,1,1442,3 year(s) and 11 month(s)
home,chicago,2021,3024.81,3024.81,3024.81,1,1579,4 year(s) and 3 month(s)
home,chicago,2021,3741.44,3741.44,3741.44,1,1634,4 year(s) and 5 month(s)
home,chicago,2022,53.27,53.27,53.27,1,1227,3 year(s) and 4 month(s)
home,chicago,2022,59.93,59.93,59.93,1,1336,3 year(s) and 8 month(s)
home,chicago,2022,169.25,169.25,169.25,1,1418,3 year(s) and 10 month(s)
home,chicago,2022,186.78,186.78,186.78,1,1184,3 year(s) and 2 month(s)
home,chicago,2022,197.04,197.04,197.04,1,1229,3 year(s) and 4 month(s)
home,chicago,2022,232.39,232.39,232.39,1,1310,3 year(s) and 7 month(s)
home,chicago,2022,235.23,470.46,235.23,2,1095,3 year(s) and 0 month(s)
home,chicago,2022,339.94,339.94,339.94,1,1163,3 year(s) and 2 month(s)
home,chicago,2022,376.27,376.27,376.27,1,1095,3 year(s) and 0 month(s)
home,chicago,2022,392.36,392.36,392.36,1,1148,3 year(s) and 1 month(s)
home,chicago,2022,614.53,614.53,614.53,1,1169,3 year(s) and 2 month(s)
home,chicago,2022,653.41,653.41,653.41,1,1235,3 year(s) and 4 month(s)
home,chicago,2022,691.34,691.34,691.34,1,1184,3 year(s) and 2 month(s)
home,chicago,2022,726.45,726.45,726.45,1,1235,3 year(s) and 4 month(s)
home,chicago,2022,751.87,751.87,751.87,1,1357,3 year(s) and 8 month(s)
home,chicago,2022,755.94,755.94,755.94,1,1334,3 year(s) and 7 month(s)
home,chicago,2022,882.12,882.12,882.12,1,1355,3 year(s) and 8 month(s)
home,chicago,2022,894.1,894.1,894.1,1,1148,3 year(s) and 1 month(s)
home,chicago,2022,899.99,899.99,899.99,1,1095,3 year(s) and 0 month(s)
home,chicago,2022,985.2,985.2,985.2,1,1173,3 year(s) and 2 month(s)
home,chicago,2022,1200.15,1200.15,1200.15,1,1197,3 year(s) and 3 month(s)
home,chicago,2022,1470.2,1470.2,1470.2,1,1345,3 year(s) and 8 month(s)
home,chicago,2022,1619.98,1619.98,1619.98,1,1109,3 year(s) and 0 month(s)
home,chicago,2022,1693.22,1693.22,1693.22,1,1404,3 year(s) and 10 month(s)
home,chicago,2022,2304.48,6913.4400000000005,2304.48,3,1405,3 year(s) and 10 month(s)
home,chicago,2022,2819.52,2819.52,2819.52,1,1345,3 year(s) and 8 month(s)
home,chicago,2022,5118.82,5118.82,5118.82,1,1336,3 year(s) and 8 month(s)
home,chicago,2023,66.59,66.59,66.59,1,831,2 year(s) and 3 month(s)
home,chicago,2023,193.72,193.72,193.72,1,957,2 year(s) and 7 month(s)
home,chicago,2023,197.04,197.04,197.04,1,1035,2 year(s) and 10 month(s)
home,chicago,2023,266.36,266.36,266.36,1,706,1 year(s) and 11 month(s)
home,chicago,2023,321.87,321.87,321.87,1,1007,2 year(s) and 9 month(s)
home,chicago,2023,349.58,349.58,349.58,1,834,2 year(s) and 3 month(s)
home,chicago,2023,387.44,387.44,387.44,1,943,2 year(s) and 7 month(s)
home,chicago,2023,392.36,392.36,392.36,1,898,2 year(s) and 5 month(s)
home,chicago,2023,393.28,393.28,393.28,1,725,1 year(s) and 12 month(s)
home,chicago,2023,423.12,423.12,423.12,1,789,2 year(s) and 1 month(s)
home,chicago,2023,423.31,423.31,423.31,1,898,2 year(s) and 5 month(s)
home,chicago,2023,436.98,436.98,436.98,1,726,1 year(s) and 12 month(s)
home,chicago,2023,464.78,464.78,464.78,1,931,2 year(s) and 6 month(s)
home,chicago,2023,509.91,509.91,509.91,1,760,2 year(s) and 1 month(s)
home,chicago,2023,624.28,624.28,624.28,1,997,2 year(s) and 8 month(s)
home,chicago,2023,666.75,666.75,666.75,1,973,2 year(s) and 8 month(s)
home,chicago,2023,672.18,672.18,672.18,1,798,2 year(s) and 2 month(s)
home,chicago,2023,752.54,752.54,752.54,1,758,2 year(s) and 0 month(s)
home,chicago,2023,771.8,771.8,771.8,1,745,2 year(s) and 0 month(s)
home,chicago,2023,784.73,784.73,784.73,1,898,2 year(s) and 5 month(s)
home,chicago,2023,809.99,809.99,809.99,1,841,2 year(s) and 3 month(s)
home,chicago,2023,845.86,845.86,845.86,1,841,2 year(s) and 3 month(s)
home,chicago,2023,1179.85,1179.85,1179.85,1,973,2 year(s) and 8 month(s)
home,chicago,2023,1225.14,1225.14,1225.14,1,924,2 year(s) and 6 month(s)
home,chicago,2023,1323.18,1323.18,1323.18,1,812,2 year(s) and 2 month(s)
home,chicago,2023,1470.2,1470.2,1470.2,1,831,2 year(s) and 3 month(s)
home,chicago,2023,1747.92,1747.92,1747.92,1,808,2 year(s) and 2 month(s)
home,chicago,2023,1814.26,1814.26,1814.26,1,820,2 year(s) and 3 month(s)
home,chicago,2023,1870.72,1870.72,1870.72,1,1035,2 year(s) and 10 month(s)
home,chicago,2023,2000.25,2000.25,2000.25,1,957,2 year(s) and 7 month(s)
home,chicago,2023,2193.78,2193.78,2193.78,1,935,2 year(s) and 6 month(s)
home,chicago,2023,2267.82,2267.82,2267.82,1,708,1 year(s) and 11 month(s)
home,chicago,2023,2682.3,2682.3,2682.3,1,1033,2 year(s) and 10 month(s)
home,chicago,2023,2822.04,2822.04,2822.04,1,1035,2 year(s) and 10 month(s)
home,chicago,2023,2861.12,2861.12,2861.12,1,820,2 year(s) and 3 month(s)
home,chicago,2023,3072.3,3072.3,3072.3,1,764,2 year(s) and 1 month(s)
home,chicago,2023,4470.5,4470.5,4470.5,1,841,2 year(s) and 3 month(s)
home,chicago,2024,168.1,168.1,168.1,1,590,1 year(s) and 7 month(s)
home,chicago,2024,264.64,264.64,264.64,1,604,1 year(s) and 7 month(s)
home,chicago,2024,348.77,348.77,348.77,1,658,1 year(s) and 9 month(s)
home,chicago,2024,507.74,507.74,507.74,1,604,1 year(s) and 7 month(s)
home,chicago,2024,940.93,940.93,940.93,1,652,1 year(s) and 9 month(s)
home,chicago,2024,1536.15,1536.15,1536.15,1,580,1 year(s) and 7 month(s)
home,chicago,2024,1600.2,1600.2,1600.2,1,627,1 year(s) and 8 month(s)
home,chicago,2024,1710.97,1710.97,1710.97,1,658,1 year(s) and 9 month(s)
home,chicago,2024,2193.78,2193.78,2193.78,1,646,1 year(s) and 9 month(s)
home,chicago,2024,2560.25,2560.25,2560.25,1,662,1 year(s) and 9 month(s)
home,chicago,2024,5639.04,5639.04,5639.04,1,646,1 year(s) and 9 month(s)
home,los angelos,2020,168.1,168.1,168.1,1,1959,5 year(s) and 4 month(s)
home,los angelos,2020,217.98,217.98,217.98,1,1887,5 year(s) and 2 month(s)
home,los angelos,2020,242.73,242.73,242.73,1,1845,5 year(s) and 0 month(s)
home,los angelos,2020,367.54,367.54,367.54,1,2034,5 year(s) and 6 month(s)
home,los angelos,2020,436.98,436.98,436.98,1,2004,5 year(s) and 5 month(s)
home,los angelos,2020,484.3,484.3,484.3,1,1840,5 year(s) and 0 month(s)
home,los angelos,2020,560.34,560.34,560.34,1,1827,5 year(s) and 0 month(s)
home,los angelos,2020,572.21,572.21,572.21,1,1944,5 year(s) and 3 month(s)
home,los angelos,2020,666.75,666.75,666.75,1,1886,5 year(s) and 2 month(s)
home,los angelos,2020,672.18,672.18,672.18,1,1940,5 year(s) and 3 month(s)
home,los angelos,2020,731.26,731.26,731.26,1,2021,5 year(s) and 6 month(s)
home,los angelos,2020,755.94,755.94,755.94,1,1915,5 year(s) and 3 month(s)
home,los angelos,2020,816.76,816.76,816.76,1,2022,5 year(s) and 6 month(s)
home,los angelos,2020,845.86,845.86,845.86,1,2022,5 year(s) and 6 month(s)
home,los angelos,2020,873.96,873.96,873.96,1,2034,5 year(s) and 6 month(s)
home,los angelos,2020,1747.92,1747.92,1747.92,1,1883,5 year(s) and 1 month(s)
home,los angelos,2020,2267.82,4535.64,2267.82,2,1887,5 year(s) and 2 month(s)
home,los angelos,2020,2414.07,2414.07,2414.07,1,2000,5 year(s) and 5 month(s)
home,los angelos,2020,2699.97,2699.97,2699.97,1,1958,5 year(s) and 4 month(s)
home,los angelos,2020,5612.16,5612.16,5612.16,1,1958,5 year(s) and 4 month(s)
home,los angelos,2021,97.09,97.09,97.09,1,1468,4 year(s) and 0 month(s)
home,los angelos,2021,106.54,106.54,106.54,1,1563,4 year(s) and 3 month(s)
home,los angelos,2021,129.46,129.46,129.46,1,1433,3 year(s) and 11 month(s)
home,los angelos,2021,168.1,168.1,168.1,1,1602,4 year(s) and 4 month(s)
home,los angelos,2021,294.04,294.04,294.04,1,1612,4 year(s) and 5 month(s)
home,los angelos,2021,298.85,298.85,298.85,1,1632,4 year(s) and 5 month(s)
home,los angelos,2021,357.63,357.63,357.63,1,1687,4 year(s) and 7 month(s)
home,los angelos,2021,392.36,392.36,392.36,1,1700,4 year(s) and 8 month(s)
home,los angelos,2021,408.38,408.38,408.38,1,1602,4 year(s) and 4 month(s)
home,los angelos,2021,423.12,423.12,423.12,1,1593,4 year(s) and 4 month(s)
home,los angelos,2021,653.41,653.41,653.41,1,1661,4 year(s) and 6 month(s)
home,los angelos,2021,653.94,653.94,653.94,1,1751,4 year(s) and 9 month(s)
home,los angelos,2021,658.13,658.13,658.13,1,1448,3 year(s) and 11 month(s)
home,los angelos,2021,686.05,686.05,686.05,1,1642,4 year(s) and 6 month(s)
home,los angelos,2021,731.26,731.26,731.26,1,1448,3 year(s) and 11 month(s)
home,los angelos,2021,755.94,755.94,755.94,1,1779,4 year(s) and 10 month(s)
home,los angelos,2021,816.76,816.76,816.76,1,1661,4 year(s) and 6 month(s)
